apple_music_id,edma_key,edma_strength,edmm_key,edmm_strength,bgate_key,bgate_strength,shaath_key,shaath_strength,braw_key,braw_strength,temperley_key,temperley_strength,noland_key,noland_strength
-9175606036320139693,Key 1d,0.9677,Key 10m,0.6807,Key 1d,0.9757,Key 1d,0.9831,Key 1d,0.992,Key 1d,0.872,Key 1d,0.8116
-9118675462301238593,Key 2d,0.8162,Key 2m,0.8467,Key 2d,0.9092,Key 2d,0.8848,Key 2d,0.8787,Key 2d,0.8607,Key 2d,0.9136
-9066100329033146223,Key 2m,0.7952,Key 2m,0.8311,Key 1m,0.8327,Key 2m,0.7917,Key 1m,0.8065,Key 2d,0.708,Key 2d,0.8699
-8995335096116301045,Key 3d,0.7332,Key 3m,0.7453,Key 3d,0.7838,Key 3d,0.8225,Key 3d,0.7665,Key 3d,0.7801,Key 3d,0.6797
-8947638436345153808,Key 4m,0.5956,Key 4m,0.5814,Key 3d,0.5707,Key 4m,0.6441,Key 4m,0.559,Key 3d,0.649,Key 3d,0.5789
-8946897961646146718,Key 4d,0.8608,Key 4m,0.7107,Key 4d,0.8796,Key 4d,0.893,Key 4d,0.8531,Key 3d,0.879,Key 3d,0.8898
-8932389081613842858,Key 7d,0.7589,Key 8m,0.7641,Key 7d,0.8555,Key 8m,0.8402,Key 7d,0.8471,Key 7d,0.8643,Key 7d,0.8739
-8798203659117990838,Key 11m,0.7585,Key 11m,0.783,Key 11d,0.8023,Key 12d,0.7752,Key 11d,0.7391,Key 11d,0.8388,Key 11d,0.9009
-8772676235962720807,Key 1m,0.8471,Key 1m,0.8597,Key 1m,0.8197,Key 1m,0.8983,Key 1m,0.7575,Key 12d,0.7874,Key 12d,0.8966
-8750403833602209037,Key 1m,0.8098,Key 1m,0.8089,Key 1m,0.7814,Key 1m,0.7777,Key 1m,0.7629,Key 1m,0.7054,Key 1m,0.6927
-8664586770562840099,Key 11m,0.7893,Key 11m,0.7816,Key 11m,0.7594,Key 11m,0.7516,Key 11m,0.7661,Key 11m,0.6356,Key 11m,0.7891
-8657101418717907301,Key 10m,0.8334,Key 10m,0.8099,Key 10m,0.8222,Key 1d,0.7317,Key 10m,0.8553,Key 10m,0.6143,Key 10m,0.8726
-8656412931983252698,Key 8m,0.8626,Key 8m,0.8759,Key 8m,0.9078,Key 8m,0.8545,Key 8m,0.8063,Key 8d,0.8569,Key 8m,0.9404
-8653438490928766201,Key 5m,0.9472,Key 5m,0.9077,Key 5m,0.9167,Key 8d,0.8316,Key 5m,0.9751,Key 5m,0.6435,Key 5m,0.8451
-8522800380129336674,Key 6m,0.83,Key 6m,0.836,Key 6m,0.8727,Key 6m,0.8594,Key 6m,0.7695,Key 6d,0.7831,Key 6m,0.8312
-8521435469734567500,Key 10m,0.4574,Key 11m,0.4475,Key 9m,0.4539,Key 11m,0.4446,Key 10m,0.4883,Key 9m,0.466,Key 9m,0.5216
-8495594148151683127,Key 7m,0.8716,Key 7m,0.8409,Key 7m,0.8871,Key 8m,0.7727,Key 7m,0.8722,Key 7d,0.6305,Key 7m,0.8986
-8485693534024804116,Key 11m,0.8498,Key 11m,0.8579,Key 11m,0.7997,Key 11m,0.8381,Key 11m,0.839,Key 11m,0.7094,Key 11m,0.637
-8436076418618788922,Key 12d,0.9172,Key 9m,0.7257,Key 12d,0.9,Key 12d,0.8854,Key 12d,0.9369,Key 12d,0.7642,Key 12d,0.7259
-8356137033194206961,Key 11m,0.9644,Key 11m,0.9615,Key 11m,0.9191,Key 11m,0.9613,Key 11m,0.9389,Key 11m,0.645,Key 11m,0.7662
-8287164466494660950,Key 11m,0.8369,Key 11m,0.8347,Key 11m,0.8697,Key 12m,0.7742,Key 11m,0.8372,Key 12m,0.7627,Key 11m,0.8834
-8177101682543646260,Key 9m,0.7159,Key 9m,0.7101,Key 9m,0.7506,Key 9m,0.7514,Key 9m,0.6485,Key 9m,0.7688,Key 9m,0.6985
-8172646936676085917,Key 10d,0.8329,Key 10m,0.7609,Key 10d,0.8908,Key 10d,0.9133,Key 10d,0.8679,Key 10d,0.9244,Key 10d,0.9
-8110752823043040817,Key 2m,0.869,Key 2m,0.8522,Key 2m,0.8001,Key 2m,0.8719,Key 2m,0.819,Key 1d,0.8294,Key 1d,0.7591
-8094045188639699378,Key 10m,0.8538,Key 10m,0.8213,Key 10m,0.9009,Key 11m,0.7631,Key 10m,0.8455,Key 11d,0.6595,Key 10m,0.8792
-8062943470044357536,Key 11m,0.9038,Key 11m,0.8846,Key 11m,0.9478,Key 11m,0.8479,Key 11m,0.8904,Key 11m,0.758,Key 11m,0.9166
-8049804077952224210,Key 3d,0.8185,Key 3m,0.5738,Key 3d,0.8472,Key 3d,0.8902,Key 3d,0.8025,Key 3d,0.9219,Key 3d,0.8105
-8025170460042274911,Key 3d,0.7519,Key 3m,0.7701,Key 3d,0.8573,Key 3d,0.8845,Key 3d,0.8052,Key 3d,0.958,Key 3d,0.9397
-8007705447946019559,Key 1m,0.9015,Key 1m,0.9081,Key 1m,0.9462,Key 1m,0.8511,Key 1m,0.8577,Key 1m,0.7252,Key 1m,0.9519
-7932190805340001703,Key 10m,0.9793,Key 10m,0.9635,Key 10m,0.9461,Key 10m,0.9009,Key 10m,0.9626,Key 10m,0.7426,Key 10m,0.8816
-7910291475826423363,Key 1m,0.8947,Key 1m,0.8966,Key 1m,0.9024,Key 1m,0.9246,Key 1m,0.8146,Key 12d,0.7717,Key 12m,0.8611
-7897769894432822049,Key 1d,0.8313,Key 11m,0.7114,Key 1d,0.8266,Key 1d,0.7892,Key 1d,0.8205,Key 12d,0.6953,Key 12d,0.8569
-7889535770978044983,Key 5m,0.7943,Key 5m,0.792,Key 5m,0.7917,Key 5m,0.8239,Key 5m,0.7269,Key 5m,0.8535,Key 4m,0.7097
-7887756810012917482,Key 6m,0.8408,Key 6m,0.813,Key 6m,0.8166,Key 6m,0.8035,Key 6m,0.8042,Key 6m,0.7355,Key 5m,0.7699
-7876756274182519337,Key 6m,0.8878,Key 6m,0.9017,Key 6m,0.8992,Key 6m,0.8981,Key 6m,0.81,Key 6d,0.8291,Key 6d,0.907
-7866822820757298239,Key 2m,0.5152,Key 2m,0.5139,Key 2m,0.5172,Key 2m,0.5726,Key 6d,0.5213,Key 2m,0.6116,Key 2m,0.4149
-7813685390896959341,Key 4m,0.7849,Key 4m,0.7291,Key 4m,0.7822,Key 4m,0.6846,Key 4m,0.7666,Key 3d,0.6528,Key 3m,0.7767
-7643480643167111830,Key 7m,0.9013,Key 7m,0.9133,Key 7m,0.8969,Key 7m,0.9082,Key 7m,0.8161,Key 7d,0.7973,Key 6m,0.9094
-7621711716752501346,Key 10d,0.9251,Key 10m,0.6545,Key 10d,0.9551,Key 10d,0.965,Key 10d,0.9523,Key 10d,0.9272,Key 10d,0.9025
-7612830126033085477,Key 10m,0.794,Key 10m,0.7533,Key 10m,0.7327,Key 1d,0.7361,Key 10m,0.8265,Key 1d,0.5061,Key 9m,0.5215
-7558042711820865805,Key 4m,0.8867,Key 4m,0.9062,Key 4m,0.8852,Key 4m,0.889,Key 4m,0.8069,Key 4d,0.7264,Key 3m,0.8788
-7327094503829530315,Key 10m,0.8847,Key 10m,0.9033,Key 10m,0.8989,Key 10m,0.8743,Key 10m,0.8166,Key 10d,0.861,Key 10m,0.9472
-7229582590791078386,Key 9m,0.9135,Key 9m,0.9426,Key 9m,0.8768,Key 9m,0.969,Key 9m,0.8279,Key 8d,0.7622,Key 9m,0.8109
-7218034917291448282,Key 8m,0.8372,Key 8m,0.8599,Key 8m,0.836,Key 8m,0.8773,Key 7m,0.7665,Key 7d,0.7729,Key 7m,0.9025
-7169012602955485702,Key 6m,0.9681,Key 6m,0.9248,Key 6m,0.9355,Key 6m,0.8653,Key 6m,0.9805,Key 6m,0.567,Key 6m,0.7925
-7162002396809533115,Key 9m,0.8144,Key 9m,0.8131,Key 9m,0.8733,Key 9m,0.7974,Key 9m,0.7539,Key 9d,0.7736,Key 9m,0.893
-7103716141534782741,Key 8m,0.9428,Key 8m,0.9506,Key 8m,0.9222,Key 8m,0.9447,Key 8m,0.879,Key 7d,0.716,Key 8m,0.8353
-7073656316195896404,Key 11m,0.8876,Key 11m,0.8898,Key 11m,0.8771,Key 11m,0.9186,Key 11m,0.8094,Key 10d,0.8055,Key 10d,0.8412
-7045974142339870800,Key 9m,0.8567,Key 9m,0.8453,Key 9m,0.8562,Key 9m,0.7692,Key 9m,0.8237,Key 9d,0.6542,Key 9m,0.8654
-7045003514904937601,Key 11m,0.7456,Key 11m,0.7799,Key 11m,0.7235,Key 11m,0.7713,Key 11m,0.7094,Key 12d,0.6215,Key 11m,0.7907
-7042832767914413345,Key 9m,0.9673,Key 9m,0.9621,Key 9m,0.9875,Key 9m,0.923,Key 9m,0.9399,Key 9m,0.751,Key 9m,0.9264
-7038306849621541798,Key 3d,0.8383,Key 4m,0.6777,Key 3d,0.8646,Key 3d,0.8427,Key 3d,0.8643,Key 3d,0.7886,Key 3d,0.7692
-7019647520990268180,Key 10m,0.9467,Key 10m,0.9685,Key 10m,0.9033,Key 10m,0.9757,Key 10m,0.8775,Key 10m,0.7309,Key 10m,0.8105
-7000527628269374892,Key 11m,0.8773,Key 11m,0.9105,Key 11m,0.85,Key 11m,0.9328,Key 11m,0.7691,Key 10d,0.7906,Key 10d,0.8809
-6948314719302007257,Key 1m,0.9597,Key 1m,0.9599,Key 1m,0.9408,Key 1m,0.9236,Key 1m,0.9252,Key 1m,0.7364,Key 1m,0.8822
-6780857778541227049,Key 12m,0.7988,Key 12m,0.8567,Key 12m,0.8076,Key 12m,0.8895,Key 12d,0.7485,Key 12d,0.895,Key 12d,0.8057
-6601070336429445998,Key 1m,0.9837,Key 1m,0.9749,Key 1m,0.9505,Key 1m,0.9413,Key 1m,0.9604,Key 1m,0.7359,Key 1m,0.8679
-6538356273024525486,Key 2d,0.5772,Key 12m,0.6058,Key 12d,0.6425,Key 12d,0.6579,Key 12d,0.6242,Key 1d,0.7987,Key 12m,0.793
-6509301989536146088,Key 8m,0.8698,Key 8m,0.8185,Key 8m,0.8367,Key 8m,0.7714,Key 8m,0.8537,Key 7d,0.6649,Key 7m,0.8535
-6326260578464213578,Key 1m,0.802,Key 1m,0.8573,Key 1d,0.8655,Key 1m,0.8898,Key 1d,0.8372,Key 1d,0.8709,Key 1d,0.9222
-6313808189294049841,Key 2m,0.9319,Key 2m,0.9038,Key 2m,0.8507,Key 2m,0.8528,Key 2m,0.9422,Key 2m,0.6201,Key 2m,0.6982
-6312135998724742938,Key 10m,0.9647,Key 10m,0.9827,Key 10m,0.9498,Key 10m,0.9567,Key 10m,0.9033,Key 10m,0.7687,Key 10m,0.9107
-6311773487798049096,Key 1m,0.9513,Key 1m,0.9346,Key 1m,0.9649,Key 1m,0.8821,Key 1m,0.9237,Key 1d,0.6909,Key 1m,0.9277
-6204130390970428356,Key 3d,0.8573,Key 3m,0.7532,Key 3d,0.8879,Key 3d,0.9359,Key 3d,0.867,Key 3d,0.9121,Key 3d,0.8179
-6180365792673407642,Key 5m,0.8716,Key 5m,0.917,Key 5m,0.8801,Key 5m,0.9363,Key 5m,0.7759,Key 5d,0.8649,Key 5m,0.8682
-6166835003213293459,Key 9m,0.8643,Key 9m,0.8244,Key 9m,0.8275,Key 12d,0.8152,Key 9m,0.8949,Key 9m,0.6734,Key 9m,0.6884
-6147459347040690172,Key 5d,0.8968,Key 2m,0.6471,Key 5d,0.8848,Key 5d,0.9018,Key 5d,0.9292,Key 5d,0.7962,Key 5d,0.7103
-6143927384510919132,Key 9m,0.9795,Key 9m,0.9474,Key 9m,0.9768,Key 9m,0.8884,Key 9m,0.9731,Key 9m,0.6548,Key 9m,0.8702
-6133243689842933306,Key 9d,0.8171,Key 6m,0.7263,Key 9d,0.7498,Key 9d,0.8028,Key 6m,0.8358,Key 9d,0.6148,Key 6m,0.5163
-5973222944494341940,Key 1d,0.924,Key 10m,0.629,Key 1d,0.9405,Key 1d,0.9621,Key 1d,0.9255,Key 1d,0.9178,Key 1d,0.8577
-5858397837668005710,Key 10m,0.9608,Key 10m,0.9488,Key 10m,0.9361,Key 10m,0.8968,Key 10m,0.9264,Key 10m,0.7641,Key 10m,0.8973
-5763333568490936263,Key 7m,0.7553,Key 7m,0.824,Key 7d,0.8272,Key 7m,0.8317,Key 7d,0.8277,Key 7d,0.7833,Key 7d,0.837
-5760345974743762960,Key 3m,0.9059,Key 3m,0.8857,Key 3m,0.8249,Key 3m,0.8793,Key 3m,0.8911,Key 2d,0.6156,Key 2d,0.6584
-5712578845468405155,Key 1m,0.823,Key 1m,0.8237,Key 12m,0.7817,Key 1m,0.8531,Key 1m,0.7409,Key 12d,0.8752,Key 12d,0.8436
-5639804195476274594,Key 12m,0.8292,Key 12m,0.8279,Key 12m,0.8405,Key 12m,0.7547,Key 12m,0.7845,Key 12d,0.6854,Key 11m,0.8768
-5341903002434053685,Key 11m,0.5152,Key 10m,0.4521,Key 10m,0.4588,Key 9d,0.5,Key 11m,0.5639,Key 9d,0.5861,Key 10m,0.4942
-5307417430491785433,Key 7m,0.8328,Key 7m,0.7951,Key 7m,0.8085,Key 7m,0.7514,Key 7m,0.812,Key 6d,0.5361,Key 6m,0.7876
-5241284092570830449,Key 3m,0.755,Key 3m,0.8286,Key 3d,0.7807,Key 3m,0.8628,Key 3d,0.7686,Key 2d,0.6985,Key 2d,0.7557
-5239555972180813200,Key 3d,0.794,Key 3m,0.7104,Key 3d,0.8733,Key 3d,0.8469,Key 3d,0.8292,Key 3d,0.8432,Key 3d,0.9054
-5225462014731157303,Key 11m,0.7749,Key 11m,0.7935,Key 11m,0.8271,Key 11m,0.7659,Key 11m,0.7639,Key 12m,0.7131,Key 11m,0.8454
-5031497434915735480,Key 11m,0.8801,Key 11m,0.8885,Key 11m,0.8949,Key 11m,0.824,Key 11m,0.8595,Key 11d,0.7155,Key 11m,0.934
-5017383197214221551,Key 1d,0.7758,Key 10m,0.5744,Key 1d,0.7966,Key 1d,0.8308,Key 1d,0.8261,Key 1d,0.7522,Key 1d,0.6535
-4907764437845027756,Key 12m,0.9117,Key 12m,0.8701,Key 12m,0.9021,Key 12m,0.7823,Key 12m,0.9385,Key 12m,0.5957,Key 12m,0.8297
-4906264432296496955,Key 6d,0.8237,Key 6m,0.8129,Key 6d,0.9196,Key 6d,0.9191,Key 6d,0.8937,Key 6d,0.9319,Key 6d,0.9549
-4881695016634322802,Key 3d,0.8171,Key 4m,0.6709,Key 3d,0.8828,Key 3d,0.8631,Key 3d,0.8425,Key 3d,0.8472,Key 3d,0.8517
-4830955274663771791,Key 9m,0.8875,Key 9m,0.873,Key 9m,0.9086,Key 9m,0.7938,Key 9m,0.8683,Key 9m,0.7249,Key 9m,0.948
-4826219367881408504,Key 7d,0.796,Key 4m,0.5868,Key 7d,0.8062,Key 7d,0.8328,Key 7d,0.8475,Key 7d,0.7628,Key 7d,0.647
-4767386018031841554,Key 11m,0.8165,Key 11m,0.8671,Key 11m,0.7874,Key 11m,0.9439,Key 11d,0.7514,Key 10d,0.7834,Key 10d,0.8435
-4762315220583112348,Key 5m,0.8782,Key 5m,0.8947,Key 5m,0.892,Key 5m,0.886,Key 5m,0.7962,Key 5d,0.8705,Key 5d,0.9416
-4757175869218425655,Key 11m,0.7599,Key 11m,0.7692,Key 11m,0.8138,Key 11m,0.753,Key 12m,0.7161,Key 11d,0.8169,Key 11m,0.8778
-4716479231429679465,Key 7m,0.95,Key 7m,0.9533,Key 7m,0.9324,Key 7m,0.9132,Key 7m,0.912,Key 7d,0.7321,Key 7m,0.9322
-4702272871301271010,Key 1m,0.9079,Key 1m,0.9502,Key 1m,0.8776,Key 1m,0.9578,Key 1m,0.8539,Key 1m,0.7798,Key 1m,0.8337
-4675826633507940751,Key 3m,0.8788,Key 3m,0.8595,Key 3m,0.9107,Key 4m,0.815,Key 3m,0.8547,Key 3d,0.7568,Key 3m,0.9281
-4634309754428006905,Key 12d,0.8468,Key 1m,0.7067,Key 12d,0.8991,Key 12d,0.9117,Key 12d,0.8899,Key 12d,0.9201,Key 12d,0.8781
-4615044007882525770,Key 6m,0.8317,Key 6m,0.8245,Key 6m,0.7571,Key 6m,0.8316,Key 6m,0.7864,Key 5d,0.7575,Key 5m,0.7265
-4602658741407229115,Key 11m,0.8404,Key 11m,0.7804,Key 11m,0.8471,Key 1d,0.7493,Key 11m,0.85,Key 1d,0.6321,Key 10m,0.8678
-4543547373182138762,Key 11m,0.7732,Key 11m,0.7945,Key 12d,0.8374,Key 11m,0.7891,Key 12d,0.779,Key 11d,0.7493,Key 11d,0.8945
-4532063193446351037,Key 9m,0.8028,Key 9m,0.812,Key 9m,0.8141,Key 10m,0.7953,Key 9m,0.7542,Key 10d,0.8073,Key 9d,0.9051
-4514810799870081954,Key 11d,0.491,Key 7m,0.3728,Key 7m,0.4126,Key 11d,0.4965,Key 8m,0.5214,Key 6d,0.4823,Key 7m,0.3089
-4490884888249493357,Key 12d,0.8444,Key 9m,0.8203,Key 9m,0.8473,Key 9m,0.7412,Key 9m,0.8513,Key 10d,0.6648,Key 9m,0.9124
-4419493009642392774,Key 5m,0.851,Key 5m,0.8761,Key 5m,0.799,Key 5m,0.9099,Key 5m,0.7676,Key 4d,0.7685,Key 4d,0.7456
-4406654567064538384,Key 2d,0.9068,Key 11m,0.6287,Key 2d,0.9638,Key 2d,0.8974,Key 2d,0.9345,Key 2d,0.8038,Key 2d,0.85
-4336282834212606353,Key 12m,0.8816,Key 12m,0.898,Key 12m,0.8463,Key 12m,0.8897,Key 12m,0.8129,Key 12m,0.7338,Key 12m,0.7272
-4322958221686436468,Key 8m,0.9294,Key 8m,0.9557,Key 8m,0.9197,Key 8m,0.942,Key 8m,0.8814,Key 8d,0.6998,Key 8m,0.8812
-4182965008874585492,Key 6m,0.8572,Key 6m,0.8274,Key 6m,0.8385,Key 6m,0.8083,Key 6m,0.8301,Key 6m,0.7548,Key 5m,0.8378
-4137572374903282707,Key 1m,0.8297,Key 1m,0.8453,Key 1m,0.8443,Key 1m,0.8277,Key 2d,0.7645,Key 1d,0.7648,Key 1d,0.9004
-4131925009697991208,Key 1m,0.8974,Key 1m,0.9071,Key 1m,0.8937,Key 1m,0.9172,Key 1m,0.8166,Key 1m,0.8204,Key 1m,0.814
-3981647363363820848,Key 7m,0.8814,Key 7m,0.9306,Key 7m,0.8505,Key 7m,0.9169,Key 7m,0.7941,Key 7d,0.7794,Key 7d,0.8609
-3966674594763498788,Key 2m,0.8338,Key 2m,0.8023,Key 2m,0.7977,Key 2m,0.838,Key 2m,0.7764,Key 1d,0.7898,Key 1d,0.8698
-3938644933872790028,Key 11m,0.9063,Key 11m,0.9257,Key 11m,0.892,Key 11m,0.944,Key 11m,0.8246,Key 10d,0.7933,Key 11m,0.8548
-3891103229564186865,Key 2d,0.8697,Key 2m,0.7225,Key 2d,0.9275,Key 2d,0.8912,Key 2d,0.8969,Key 2d,0.8343,Key 1d,0.908
-3837287006816986723,Key 7m,0.8155,Key 7m,0.8381,Key 6m,0.8145,Key 7m,0.8694,Key 7d,0.732,Key 6d,0.8909,Key 6d,0.9404
-3763171521283954352,Key 7m,0.8555,Key 7m,0.9081,Key 7m,0.8105,Key 7m,0.9265,Key 7m,0.7685,Key 7d,0.7594,Key 7m,0.8123
-3647936603439099267,Key 3m,0.9328,Key 3m,0.9011,Key 3m,0.913,Key 3m,0.8433,Key 3m,0.9214,Key 3m,0.7539,Key 3m,0.8413
-3634902526328489924,Key 1m,0.8555,Key 1m,0.8917,Key 1m,0.8505,Key 1m,0.8909,Key 1m,0.7594,Key 1d,0.7961,Key 1d,0.8929
-3633688976129146947,Key 8m,0.7595,Key 8m,0.7868,Key 8m,0.7548,Key 8m,0.8078,Key 8m,0.6862,Key 8m,0.7569,Key 8m,0.7511
-3561008444983473345,Key 5d,0.849,Key 5m,0.8192,Key 5d,0.912,Key 5d,0.9239,Key 5d,0.8954,Key 5d,0.8929,Key 5d,0.8728
-3501161401597754148,Key 12d,0.8005,Key 10m,0.7637,Key 12d,0.828,Key 11d,0.7632,Key 12d,0.7833,Key 11d,0.8155,Key 11d,0.945
-3398639688651704755,Key 2d,0.9219,Key 11m,0.7697,Key 2d,0.8588,Key 2d,0.857,Key 2d,0.9154,Key 2d,0.6728,Key 11m,0.5892
-3393750211503317722,Key 10m,0.9229,Key 10m,0.8709,Key 10m,0.9141,Key 10m,0.8102,Key 10m,0.9328,Key 10m,0.7161,Key 10m,0.8069
-3297721473452111537,Key 11m,0.8801,Key 11m,0.8938,Key 11m,0.8468,Key 11m,0.933,Key 11m,0.8055,Key 10d,0.8217,Key 10d,0.7904
-3218205292483608353,Key 12d,0.9265,Key 9m,0.6721,Key 12d,0.9333,Key 12d,0.8963,Key 12d,0.9326,Key 12d,0.7988,Key 12d,0.8196
-3214879969226816571,Key 12m,0.93,Key 12m,0.8671,Key 12m,0.8904,Key 3d,0.8203,Key 12m,0.9772,Key 3d,0.5978,Key 12m,0.7352
-3099748341900849635,Key 8d,0.8299,Key 9m,0.6847,Key 8d,0.879,Key 8d,0.9263,Key 8d,0.8897,Key 8d,0.918,Key 8d,0.8863
-3050373675599917392,Key 8d,0.8,Key 5m,0.5078,Key 8d,0.8276,Key 8d,0.8144,Key 7d,0.7736,Key 7d,0.8024,Key 7d,0.7835
-3040537382935800585,Key 12m,0.8111,Key 12m,0.7735,Key 12m,0.8296,Key 12m,0.7467,Key 12m,0.7961,Key 12m,0.626,Key 12m,0.7627
-2940741819551681777,Key 8m,0.7834,Key 8m,0.8026,Key 8m,0.7843,Key 8m,0.8151,Key 8m,0.7189,Key 8m,0.7643,Key 8m,0.7804
-2812406574919176884,Key 6m,0.7725,Key 6m,0.8088,Key 7d,0.8258,Key 7d,0.8032,Key 7d,0.7649,Key 7d,0.8338,Key 6d,0.9025
-2686924156793753642,Key 4m,0.864,Key 4m,0.7928,Key 4m,0.8325,Key 4m,0.7646,Key 4m,0.8665,Key 3d,0.6842,Key 3m,0.7246
-2646715057851362949,Key 12m,0.9599,Key 12m,0.9699,Key 12m,0.9078,Key 12m,0.9817,Key 12m,0.9078,Key 11d,0.7065,Key 12m,0.787
-2617904593895345791,Key 2d,0.8003,Key 2m,0.7477,Key 2d,0.852,Key 2d,0.831,Key 2d,0.8288,Key 1d,0.7983,Key 1d,0.8644
-2593304312278865326,Key 12m,0.8615,Key 12m,0.8311,Key 12m,0.8614,Key 12m,0.7703,Key 12m,0.8198,Key 12d,0.6185,Key 11m,0.8898
-2591800170246551907,Key 6d,0.8048,Key 6m,0.6938,Key 5d,0.8359,Key 6d,0.8745,Key 5d,0.8522,Key 6d,0.8304,Key 5d,0.8492
-2542719024286316194,Key 4m,0.7983,Key 4m,0.8115,Key 4m,0.8426,Key 4m,0.8442,Key 4m,0.7186,Key 4d,0.8777,Key 4m,0.8677
-2511681517962179613,Key 2m,0.9632,Key 2m,0.9604,Key 2m,0.9452,Key 2m,0.9548,Key 2m,0.9077,Key 2d,0.7609,Key 2m,0.8921
-2365833958855992830,Key 12m,0.9482,Key 12m,0.9391,Key 12m,0.9017,Key 12m,0.9091,Key 12m,0.9029,Key 11d,0.7131,Key 11m,0.8287
-2352098017622447226,Key 5m,0.8671,Key 5m,0.8555,Key 4m,0.8179,Key 5m,0.8587,Key 5m,0.8046,Key 4d,0.8094,Key 4m,0.8307
-2325399072246630344,Key 4m,0.9154,Key 4m,0.9157,Key 4m,0.9116,Key 4m,0.8823,Key 4m,0.8537,Key 4d,0.6922,Key 4m,0.8214
-2285177982199502665,Key 9d,0.7157,Key 8m,0.7409,Key 8d,0.8317,Key 8d,0.8344,Key 8d,0.7736,Key 8d,0.9399,Key 8d,0.9863
-2275681206676940173,Key 6d,0.791,Key 4m,0.6138,Key 5d,0.8629,Key 5d,0.8512,Key 5d,0.8131,Key 5d,0.9194,Key 5d,0.9369
-2190445680687021937,Key 8m,0.7669,Key 8m,0.7827,Key 7m,0.759,Key 8m,0.8094,Key 8m,0.6883,Key 7d,0.6953,Key 7d,0.7981
-2184625639753560364,Key 9m,0.9137,Key 9m,0.9464,Key 9m,0.8844,Key 9m,0.9577,Key 9m,0.8252,Key 9d,0.7836,Key 9m,0.8398
-2177980953182480184,Key 6m,0.8793,Key 6m,0.8952,Key 6m,0.8502,Key 6m,0.9247,Key 6m,0.7889,Key 5d,0.8283,Key 5d,0.8589
-2096570142382190409,Key 10d,0.9343,Key 7m,0.8715,Key 7m,0.8947,Key 10d,0.8396,Key 7m,0.9337,Key 10d,0.6415,Key 7m,0.8939
-2075811033732871227,Key 8d,0.757,Key 8m,0.5829,Key 8d,0.8307,Key 8d,0.8448,Key 8d,0.7685,Key 8d,0.9334,Key 8d,0.8345
-1988442213491485508,Key 12m,0.9309,Key 12m,0.9262,Key 12m,0.9182,Key 12m,0.8874,Key 12m,0.8971,Key 12d,0.6623,Key 12m,0.8324
-1955590648952392930,Key 11m,0.812,Key 11m,0.8348,Key 11m,0.8406,Key 11m,0.8133,Key 11m,0.7525,Key 11d,0.8038,Key 11m,0.8905
-1930755565674832180,Key 11d,0.7993,Key 9m,0.7365,Key 11d,0.85,Key 11d,0.7643,Key 11d,0.816,Key 11d,0.7034,Key 9m,0.8607
-1921215453666168439,Key 1d,0.8746,Key 1m,0.7237,Key 1d,0.9424,Key 1d,0.9435,Key 1d,0.8996,Key 1d,0.9272,Key 12d,0.9163
-1879042772365674404,Key 2m,0.8859,Key 2m,0.8725,Key 2m,0.8822,Key 2m,0.8309,Key 2m,0.83,Key 2d,0.7021,Key 1m,0.9323
-1844689407855946235,Key 10m,0.9308,Key 10m,0.9365,Key 10m,0.889,Key 10m,0.9158,Key 10m,0.8968,Key 10m,0.7009,Key 10m,0.8298
-1803831653904423069,Key 1m,0.9259,Key 1m,0.9033,Key 1m,0.9071,Key 1m,0.9063,Key 1m,0.8967,Key 12d,0.712,Key 12m,0.7624
-1764440568993123894,Key 7d,0.9123,Key 7m,0.7811,Key 7d,0.9465,Key 7d,0.9644,Key 7d,0.9512,Key 7d,0.8813,Key 7d,0.8419
-1763766677364066068,Key 12m,0.9482,Key 12m,0.9138,Key 12m,0.9401,Key 12m,0.8157,Key 12m,0.9686,Key 12m,0.6606,Key 12m,0.8936
-1763263856523348344,Key 11d,0.8574,Key 11m,0.7782,Key 11d,0.9445,Key 11d,0.942,Key 11d,0.9067,Key 11d,0.9514,Key 11d,0.9301
-1757175931376296420,Key 1d,0.7372,Key 1m,0.7211,Key 1d,0.8331,Key 1d,0.857,Key 1d,0.8307,Key 1d,0.8456,Key 1d,0.8715
-1749192340166463568,Key 3m,0.7167,Key 3m,0.7659,Key 3d,0.7329,Key 3m,0.7644,Key 3d,0.7325,Key 3d,0.6978,Key 3d,0.7351
-1699786258269797763,Key 7m,0.9593,Key 7m,0.9601,Key 7m,0.9212,Key 7m,0.9398,Key 7m,0.9307,Key 7m,0.6809,Key 7m,0.8563
-1689166465969545898,Key 12m,0.8107,Key 12m,0.8759,Key 12d,0.8828,Key 12m,0.8982,Key 12d,0.8616,Key 12d,0.8925,Key 12d,0.897
-1550680455717370447,Key 3d,0.7725,Key 3m,0.5597,Key 3d,0.7844,Key 3d,0.7984,Key 3d,0.7491,Key 3d,0.7963,Key 3d,0.7937
-1525139901503489989,Key 5m,0.7925,Key 5m,0.8336,Key 5m,0.8184,Key 5m,0.8693,Key 5m,0.6997,Key 5m,0.8438,Key 5m,0.8187
-1497642857288538639,Key 4m,0.8948,Key 4m,0.8806,Key 4m,0.8493,Key 4m,0.8567,Key 4m,0.8419,Key 3d,0.7953,Key 3m,0.8927
